account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,subscription_count,avg_mrr,total_estimated_revenue,max_tenure_days,latest_plan_tier,latest_billing_frequency,latest_auto_renew_flag,had_upgrade,had_downgrade,subscription_churn_flag,ticket_count,avg_resolution_time_hours,avg_first_response_minutes,avg_satisfaction_score,escalation_rate,high_priority_ticket_count,total_usage_events,total_usage_count,total_usage_duration_secs,active_days,feature_diversity,total_errors,beta_feature_usage_rate,last_usage_date,days_since_last_activity,churn_event_flag,churn_event_count,latest_churn_date,churn_reason,total_refund_amount,had_reactivation,final_churn_flag,tickets_per_month,revenue_per_day,error_rate,engagement_score,engagement_segment
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,13,1056.0,95572.3,564,Pro,annual,True,False,False,True,5.0,36.0,110.6,4.0,0.2,4.0,56,575,181920,54,31,28,0.08928571428571429,2024-12-24,7,1.0,3.0,2024-10-04,features,75.32,True,1,0.26595744680851063,169.45443262411348,0.04869565217391304,0.6550000000000001,Medium Engagement
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,7,3787.714285714286,82651.8,128,Enterprise,monthly,False,True,False,False,4.0,45.0,29.5,3.25,0.0,2.0,41,404,127486,39,23,20,0.0975609756097561,2024-12-27,4,1.0,1.0,2024-08-29,support,0.0,False,1,0.9375,645.7171875,0.04950495049504951,0.2643333333333333,Low Engagement
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,9,394.55555555555554,4095.2999999999997,86,Basic,monthly,True,False,False,True,5.0,26.4,105.8,4.333333333333333,0.0,4.0,49,492,167226,48,27,24,0.12244897959183673,2024-12-08,23,0.0,0.0,,not_churned,0.0,,1,1.744186046511628,47.61976744186046,0.04878048780487805,0.4586666666666666,Medium Engagement
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,7,800.8571428571429,2053.2666666666664,21,Enterprise,annual,True,False,False,True,4.0,16.5,84.75,3.6666666666666665,0.0,3.0,36,329,78244,34,23,17,0.16666666666666666,2024-12-26,5,1.0,3.0,2024-12-28,unknown,99.76,False,1,5.714285714285714,97.77460317460316,0.05167173252279635,0.18733333333333335,Low Engagement
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,16,2650.25,237924.2,347,Basic,annual,True,True,False,True,6.0,49.5,108.16666666666667,4.0,0.16666666666666666,3.0,72,730,212801,68,34,58,0.1111111111111111,2024-12-30,1,1.0,2.0,2024-02-03,budget,0.0,False,1,0.5187319884726225,685.6605187319885,0.07945205479452055,0.9063333333333334,High Engagement
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,7,5659.142857142857,4034.9,50,Pro,annual,True,True,True,False,5.0,35.6,105.8,4.0,0.0,1.0,34,334,106338,34,23,18,0.11764705882352941,2024-12-31,0,1.0,1.0,2024-12-13,competitor,0.0,False,1,3.0,80.69800000000001,0.05389221556886228,0.18866666666666668,Low Engagement
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,8,426.125,30141.633333333335,575,Basic,annual,True,False,False,True,3.0,13.666666666666666,66.66666666666667,4.0,0.0,2.0,45,475,129707,44,27,40,0.13333333333333333,2024-12-26,5,0.0,0.0,,not_churned,0.0,,1,0.15652173913043477,52.420231884057976,0.08421052631578947,0.4136666666666667,Medium Engagement
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,15,2970.9333333333334,51949.5,65,Enterprise,annual,True,False,False,True,4.0,29.25,48.5,4.0,0.0,4.0,69,705,201426,67,34,37,0.11594202898550725,2024-12-16,15,1.0,2.0,2024-12-25,support,0.0,False,1,1.8461538461538463,799.223076923077,0.0524822695035461,0.891,High Engagement
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,9,1850.0,179498.16666666666,382,Enterprise,annual,True,False,False,False,10.0,42.5,101.8,3.7142857142857144,0.0,6.0,50,509,147802,50,29,29,0.1,2024-12-15,16,1.0,1.0,2024-09-18,features,261.49,False,1,0.7853403141361257,469.89048865619543,0.05697445972495088,0.538,Medium Engagement
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,13,2998.076923076923,102400.03333333333,160,Enterprise,monthly,True,True,False,False,4.0,24.0,90.75,3.5,0.0,2.0,64,653,201897,63,33,30,0.109375,2024-12-30,1,0.0,0.0,,not_churned,0.0,,0,0.75,640.0002083333333,0.045941807044410414,0.8293333333333334,High Engagement
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,15,3230.4,537137.3333333334,514,Enterprise,monthly,False,True,True,True,4.0,46.5,82.0,3.5,0.0,1.0,70,665,216015,64,33,50,0.1,2024-12-20,11,1.0,2.0,2024-01-21,features,0.0,False,1,0.23346303501945526,1045.0142671854735,0.07518796992481203,0.8383333333333333,High Engagement
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,11,3139.818181818182,108623.8,161,Pro,monthly,True,False,True,False,4.0,57.5,39.0,4.0,0.25,1.0,67,714,218189,65,35,55,0.11940298507462686,2024-12-18,13,0.0,0.0,,not_churned,0.0,,0,0.7453416149068324,674.6819875776398,0.07703081232492998,0.8976666666666667,High Engagement
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,5,2850.0,144716.46666666667,603,Pro,monthly,False,False,True,False,2.0,31.0,156.5,3.5,0.0,1.0,34,366,120907,34,28,14,0.029411764705882353,2024-12-29,2,1.0,1.0,2023-11-04,support,35.6,False,1,0.09950248756218905,239.9941404090658,0.03825136612021858,0.2986666666666667,Low Engagement
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,15,808.3333333333334,54300.5,393,Enterprise,annual,False,True,True,True,3.0,33.0,50.666666666666664,5.0,0.3333333333333333,1.0,64,605,183355,57,34,45,0.09375,2024-12-11,20,0.0,0.0,,not_churned,0.0,,1,0.22900763358778625,138.16921119592877,0.0743801652892562,0.7746666666666666,High Engagement
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,9,1586.5555555555557,77409.63333333333,274,Pro,monthly,True,False,False,True,3.0,42.666666666666664,86.33333333333333,4.0,0.0,1.0,49,487,150663,49,31,33,0.12244897959183673,2024-12-23,8,1.0,1.0,2024-06-19,budget,0.0,False,1,0.3284671532846716,282.5169099756691,0.06776180698151951,0.5603333333333333,Medium Engagement
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,9,3125.5555555555557,119661.73333333334,237,Pro,annual,True,True,True,True,6.0,44.333333333333336,116.83333333333333,3.5,0.16666666666666666,3.0,44,456,143313,43,27,21,0.11363636363636363,2024-12-30,1,0.0,0.0,,not_churned,0.0,,1,0.7594936708860759,504.9018284106892,0.046052631578947366,0.39033333333333337,Medium Engagement
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,6,3083.3333333333335,37013.03333333333,103,Enterprise,monthly,True,False,False,True,6.0,43.5,89.0,4.333333333333333,0.0,4.0,21,202,73161,21,19,9,0.0,2024-10-31,61,1.0,4.0,2024-12-24,unknown,99.38000000000001,False,1,1.7475728155339807,359.34983818770223,0.04455445544554455,0.06233333333333333,Low Engagement
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,8,2038.375,16111.9,48,Pro,annual,True,False,True,True,3.0,11.0,78.0,3.0,0.0,2.0,42,405,118945,41,24,36,0.11904761904761904,2024-12-09,22,1.0,2.0,2024-11-23,competitor,0.0,True,1,1.875,335.6645833333333,0.08888888888888889,0.2926666666666667,Low Engagement
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,12,3470.0833333333335,210281.43333333332,214,Basic,annual,True,True,False,True,4.0,30.75,59.75,3.6666666666666665,0.0,0.0,59,587,185616,57,27,38,0.1016949152542373,2024-10-28,64,0.0,0.0,,not_churned,0.0,,1,0.5607476635514018,982.6235202492211,0.06473594548551959,0.59,Medium Engagement
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,13,2576.230769230769,300.0666666666666,1,Pro,annual,True,True,False,True,5.0,31.4,90.4,4.0,0.2,3.0,62,582,162411,61,32,48,0.14516129032258066,2024-12-26,5,1.0,1.0,2024-12-31,competitor,0.0,False,1,150.0,300.0666666666666,0.08247422680412371,0.742,High Engagement
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,12,2040.75,42247.933333333334,104,Pro,monthly,True,True,True,False,4.0,47.25,83.25,4.0,0.0,0.0,65,680,205877,62,33,45,0.09230769230769231,2024-12-31,0,0.0,0.0,,not_churned,0.0,,0,1.1538461538461537,406.2301282051282,0.0661764705882353,0.8333333333333334,High Engagement
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,5,6283.2,26134.1,55,Enterprise,annual,True,True,False,False,3.0,42.333333333333336,76.66666666666667,3.5,0.0,2.0,33,326,106943,33,23,22,0.12121212121212122,2024-12-12,19,1.0,1.0,2024-11-12,budget,0.0,False,1,1.6363636363636365,475.1654545454545,0.06748466257668712,0.18133333333333335,Low Engagement
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,8,5540.25,84203.50000000001,117,Basic,annual,True,True,False,False,2.0,48.5,85.0,4.0,0.0,2.0,40,414,145878,39,31,24,0.125,2024-10-21,71,1.0,1.0,2024-09-26,pricing,0.0,False,1,0.5128205128205129,719.6880341880343,0.057971014492753624,0.43500000000000005,Medium Engagement
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,7,5789.285714285715,125673.83333333333,236,Enterprise,annual,True,True,True,False,4.0,42.25,78.25,3.75,0.0,3.0,42,430,108408,40,22,22,0.11904761904761904,2024-12-29,2,1.0,1.0,2024-03-19,competitor,64.98,False,1,0.5084745762711864,532.5162429378531,0.05116279069767442,0.27699999999999997,Low Engagement
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,7,2703.714285714286,13278.466666666665,44,Enterprise,monthly,True,False,True,True,8.0,29.125,111.5,3.6666666666666665,0.0,6.0,33,339,115488,33,25,10,0.030303030303030304,2024-12-23,8,0.0,0.0,,not_churned,0.0,,1,5.454545454545455,301.7833333333333,0.029498525073746312,0.216,Low Engagement
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,10,1224.4,22908.533333333333,213,Enterprise,annual,False,True,True,False,5.0,42.2,107.4,4.333333333333333,0.0,3.0,56,586,161188,54,28,28,0.16071428571428573,2024-12-23,8,0.0,0.0,,not_churned,0.0,,1,0.7042253521126761,107.55179968701096,0.04778156996587031,0.5883333333333334,Medium Engagement
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,5,1501.4,53689.23333333334,294,Basic,monthly,True,False,True,True,5.0,34.8,79.4,4.333333333333333,0.2,2.0,28,309,100420,28,21,11,0.10714285714285714,2024-12-31,0,1.0,3.0,2024-11-20,support,18.81,True,1,0.5102040816326531,182.61643990929707,0.03559870550161812,0.13433333333333333,Low Engagement
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,8,1665.625,77685.83333333333,322,Basic,monthly,True,False,False,False,4.0,32.0,55.25,4.5,0.0,2.0,41,436,142933,39,27,34,0.12195121951219512,2024-12-28,3,1.0,1.0,2024-04-12,competitor,0.0,False,1,0.3726708074534162,241.26035196687369,0.0779816513761468,0.34933333333333333,Medium Engagement
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,7,3132.8571428571427,142020.73333333334,490,Pro,monthly,True,True,False,True,5.0,38.6,51.0,4.0,0.0,5.0,42,416,127197,41,26,17,0.07142857142857142,2024-12-18,13,1.0,2.0,2024-06-30,competitor,88.27,False,1,0.30612244897959184,289.83823129251704,0.040865384615384616,0.33033333333333337,Medium Engagement
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,12,1995.1666666666667,193662.7,328,Basic,monthly,True,False,True,False,6.0,29.166666666666668,83.16666666666667,4.0,0.0,3.0,49,512,153943,47,29,21,0.10204081632653061,2024-12-28,3,0.0,0.0,,not_churned,0.0,,1,0.5487804878048781,590.4350609756098,0.041015625,0.519,Medium Engagement
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,12,2452.75,85045.0,154,Basic,annual,True,True,True,True,4.0,33.0,101.25,3.75,0.25,2.0,70,708,203309,68,32,40,0.2,2024-12-30,1,1.0,2.0,2024-11-16,competitor,4.03,False,1,0.7792207792207791,552.2402597402597,0.05649717514124294,0.855,High Engagement
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,11,1878.5454545454545,21428.433333333334,40,Basic,annual,False,True,True,True,4.0,32.75,35.5,4.0,0.0,2.0,63,595,172726,62,32,44,0.15873015873015872,2024-12-15,16,1.0,4.0,2024-12-16,support,147.54999999999998,True,1,3.0,535.7108333333333,0.07394957983193277,0.7563333333333334,High Engagement
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,16,1503.875,70444.73333333334,106,Basic,annual,True,True,False,True,8.0,29.25,49.0,4.4,0.0,6.0,63,618,195039,59,28,29,0.12698412698412698,2024-12-27,4,0.0,0.0,,not_churned,0.0,,1,2.2641509433962264,664.5729559748428,0.04692556634304207,0.6526666666666666,Medium Engagement
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,8,5864.0,392588.80000000005,487,Enterprise,annual,True,True,True,False,7.0,41.714285714285715,129.57142857142858,4.4,0.0,4.0,53,510,164068,53,26,47,0.1320754716981132,2024-12-13,18,0.0,0.0,,not_churned,0.0,,0,0.4312114989733059,806.1371663244354,0.09215686274509804,0.484,Medium Engagement
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,8,1663.75,115720.23333333334,317,Basic,annual,True,True,False,True,4.0,29.25,91.0,3.0,0.0,3.0,37,384,146093,37,25,28,0.08108108108108109,2024-12-08,23,1.0,2.0,2024-12-07,competitor,0.0,False,1,0.37854889589905366,365.048054679285,0.07291666666666667,0.26933333333333337,Low Engagement
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,13,1561.0,151426.63333333333,468,Pro,annual,True,False,True,True,3.0,24.0,83.0,,0.0,2.0,69,722,216880,64,34,34,0.10144927536231885,2024-12-11,20,1.0,3.0,2024-06-12,competitor,58.37,False,1,0.19230769230769232,323.56118233618236,0.04709141274238227,0.884,High Engagement
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,7,1471.2857142857142,8765.333333333334,34,Basic,annual,True,False,False,False,1.0,53.0,19.0,,0.0,1.0,36,348,103023,36,22,19,0.05555555555555555,2024-11-04,57,1.0,1.0,2024-11-28,pricing,6.6,False,1,0.8823529411764706,257.80392156862746,0.05459770114942529,0.20099999999999998,Low Engagement
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,16,1433.3125,237087.53333333335,546,Pro,monthly,True,True,False,True,6.0,43.5,80.5,4.333333333333333,0.0,4.0,71,722,206401,71,37,31,0.11267605633802817,2024-12-11,20,1.0,1.0,2024-12-30,budget,0.0,False,1,0.32967032967032966,434.2262515262516,0.04293628808864266,0.9369999999999999,High Engagement
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,6,2094.5,95159.59999999999,345,Pro,annual,True,False,False,True,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,5.0,30,273,88751,27,21,18,0.1,2024-12-12,19,0.0,0.0,,not_churned,0.0,,1,0.782608695652174,275.8249275362319,0.06593406593406594,0.11433333333333333,Low Engagement
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,18,1899.888888888889,14226.3,57,Enterprise,monthly,True,True,False,True,3.0,25.666666666666668,86.33333333333333,4.0,0.0,1.0,80,773,240908,78,34,43,0.075,2024-12-06,25,1.0,2.0,2024-12-30,pricing,0.0,False,1,1.5789473684210527,249.5842105263158,0.055627425614489,0.9330000000000002,High Engagement
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,11,1979.090909090909,34314.53333333333,162,Enterprise,monthly,True,False,True,True,2.0,63.0,49.5,4.0,0.0,0.0,54,503,147590,53,26,19,0.12962962962962962,2024-12-14,17,0.0,0.0,,not_churned,0.0,,1,0.37037037037037035,211.81810699588476,0.03777335984095427,0.47833333333333333,Medium Engagement
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,11,1469.8181818181818,106337.46666666666,503,Enterprise,monthly,True,False,True,False,5.0,37.4,72.0,5.0,0.0,2.0,56,607,183498,54,28,39,0.10714285714285714,2024-12-09,22,1.0,3.0,2024-11-23,support,0.0,False,1,0.29821073558648115,211.40649436713053,0.0642504118616145,0.6053333333333334,Medium Engagement
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,11,1081.1818181818182,16322.9,97,Enterprise,annual,True,False,False,True,5.0,48.4,72.4,3.0,0.0,3.0,54,529,141489,54,32,38,0.1111111111111111,2024-12-09,22,0.0,0.0,,not_churned,0.0,,1,1.5463917525773196,168.27731958762885,0.07183364839319471,0.6556666666666667,Medium Engagement
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,5,1359.4,15304.833333333332,94,Basic,annual,True,False,True,False,2.0,28.0,61.5,4.0,0.0,1.0,27,299,98740,27,25,14,0.037037037037037035,2024-11-30,31,1.0,2.0,2024-12-03,features,0.0,False,1,0.6382978723404256,162.81737588652481,0.046822742474916385,0.171,Low Engagement
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,15,1132.2666666666667,13145.566666666668,45,Basic,annual,True,False,False,True,4.0,31.25,93.75,3.0,0.0,4.0,64,633,185462,60,32,39,0.140625,2024-12-29,2,1.0,1.0,2024-12-24,budget,0.0,False,1,2.6666666666666665,292.1237037037037,0.061611374407582936,0.774,High Engagement
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,16,1159.9375,121004.9,450,Basic,annual,True,True,True,True,5.0,49.0,76.4,4.0,0.0,2.0,70,714,186370,67,30,54,0.11428571428571428,2024-12-27,4,1.0,3.0,2024-10-25,competitor,0.0,False,1,0.3333333333333333,268.8997777777778,0.07563025210084033,0.7989999999999999,High Engagement
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,3,565.0,10563.133333333331,242,Enterprise,annual,True,False,False,False,3.0,29.333333333333332,71.33333333333333,4.5,0.0,2.0,15,141,23149,15,12,5,0.06666666666666667,2024-11-26,35,1.0,1.0,2024-03-20,features,0.0,False,1,0.37190082644628103,43.64931129476583,0.03546099290780142,0.008,Low Engagement
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,12,1670.1666666666667,37821.26666666667,165,Enterprise,annual,True,False,False,True,1.0,45.0,37.0,4.0,0.0,0.0,68,703,220928,67,36,36,0.04411764705882353,2024-12-21,10,1.0,3.0,2024-12-11,features,6.2,True,1,0.18181818181818182,229.219797979798,0.051209103840682786,0.9086666666666666,High Engagement
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,4,729.75,24941.1,547,Enterprise,monthly,True,True,False,False,7.0,20.0,67.57142857142857,4.8,0.0,4.0,14,139,43097,13,12,10,0.2857142857142857,2024-12-20,11,1.0,2.0,2024-04-07,budget,0.0,True,1,0.3839122486288848,45.59616087751371,0.07194244604316546,0.006000000000000001,Low Engagement
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,5,4204.4,164562.4,349,Pro,monthly,False,False,False,False,2.0,31.5,21.5,3.0,0.0,1.0,24,230,60120,23,19,13,0.125,2024-12-18,13,1.0,2.0,2024-03-18,unknown,0.0,False,1,0.17191977077363899,471.5255014326647,0.05652173913043478,0.076,Low Engagement
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,11,2218.0,137738.8,288,Basic,annual,True,True,True,False,2.0,24.5,52.0,4.0,0.0,1.0,49,502,154668,46,32,29,0.08163265306122448,2024-12-19,12,0.0,0.0,,not_churned,0.0,,0,0.20833333333333334,478.2597222222222,0.05776892430278884,0.5753333333333334,Medium Engagement
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,9,2155.777777777778,107440.0,489,Basic,annual,True,True,False,True,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0,6.0,41,420,144249,41,27,14,0.07317073170731707,2024-12-26,5,1.0,1.0,2024-07-10,pricing,5.27,False,1,0.42944785276073616,219.71370143149284,0.03333333333333333,0.355,Medium Engagement
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,14,2023.4285714285713,121299.7,290,Pro,annual,True,False,False,True,4.0,49.25,56.75,4.0,0.0,1.0,61,583,165997,60,32,33,0.08196721311475409,2024-12-31,0,0.0,0.0,,not_churned,0.0,,1,0.4137931034482759,418.27482758620687,0.05660377358490566,0.7373333333333334,High Engagement
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,10,1139.0,62070.4,405,Pro,monthly,True,True,False,True,4.0,30.0,102.25,3.0,0.0,1.0,47,487,160804,44,28,26,0.10638297872340426,2024-12-22,9,1.0,2.0,2024-06-23,features,168.73,False,1,0.2962962962962963,153.26024691358026,0.053388090349075976,0.4466666666666667,Medium Engagement
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,3,2686.0,4652.333333333333,26,Basic,monthly,True,False,False,False,8.0,33.875,120.875,4.2,0.0,5.0,18,208,59894,18,18,9,0.05555555555555555,2024-08-17,136,1.0,1.0,2024-12-04,pricing,0.0,False,1,9.23076923076923,178.93589743589743,0.04326923076923077,0.05000000000000001,Low Engagement
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,14,2727.9285714285716,276411.3333333334,384,Basic,annual,True,True,False,True,4.0,40.0,63.25,4.666666666666667,0.25,1.0,63,627,189235,61,36,29,0.09523809523809523,2024-12-30,1,1.0,1.0,2024-03-10,unknown,99.94,False,1,0.3125,719.8211805555557,0.046251993620414676,0.8383333333333334,High Engagement
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,9,1510.4444444444443,6272.900000000001,23,Pro,monthly,True,True,False,True,4.0,28.0,122.25,4.666666666666667,0.0,2.0,56,527,158149,56,31,28,0.07142857142857142,2024-12-26,5,0.0,0.0,,not_churned,0.0,,1,5.217391304347826,272.7347826086957,0.05313092979127135,0.6413333333333333,Medium Engagement
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,9,2018.6666666666667,96630.33333333334,279,Enterprise,monthly,True,True,False,True,4.0,36.75,90.5,4.666666666666667,0.0,3.0,46,447,110514,45,29,40,0.10869565217391304,2024-12-28,3,1.0,2.0,2024-09-14,pricing,78.87,False,1,0.4301075268817204,346.3452807646356,0.0894854586129754,0.455,Medium Engagement
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,10,3350.6,223491.53333333333,411,Enterprise,annual,False,True,False,False,4.0,31.75,106.25,4.0,0.0,4.0,51,514,143734,49,32,27,0.0392156862745098,2024-12-14,17,1.0,1.0,2024-01-03,unknown,21.17,False,1,0.29197080291970806,543.7750202757502,0.05252918287937743,0.612,Medium Engagement
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,15,1335.9333333333334,66340.9,206,Basic,monthly,True,False,True,True,7.0,17.714285714285715,58.57142857142857,4.5,0.14285714285714285,3.0,86,857,277347,83,37,64,0.08139534883720931,2024-12-09,22,1.0,1.0,2024-08-03,unknown,0.0,False,1,1.0194174757281553,322.0432038834951,0.07467911318553092,0.9776666666666666,High Engagement
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,8,3818.25,216305.59999999998,320,Pro,monthly,True,False,False,True,5.0,41.4,87.8,4.0,0.0,4.0,38,410,147068,35,25,18,0.10526315789473684,2024-12-25,6,1.0,2.0,2024-12-16,unknown,0.0,False,1,0.46875,675.9549999999999,0.04390243902439024,0.26766666666666666,Low Engagement
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,15,1166.2,154184.5,456,Basic,annual,False,True,False,True,2.0,27.0,100.0,,0.0,1.0,76,833,243699,72,35,26,0.10526315789473684,2024-12-26,5,1.0,1.0,2024-04-10,features,0.0,False,1,0.13157894736842105,338.12390350877195,0.031212484993997598,0.9466666666666667,High Engagement
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,11,568.3636363636364,6378.0,81,Pro,annual,True,False,False,True,7.0,28.857142857142858,102.85714285714286,3.0,0.0,2.0,55,531,166970,52,33,39,0.09090909090909091,2024-12-06,25,0.0,0.0,,not_churned,0.0,,1,2.5925925925925926,78.74074074074075,0.07344632768361582,0.6683333333333333,High Engagement
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,6,1975.3333333333333,44241.3,169,Enterprise,annual,False,True,False,True,3.0,41.333333333333336,79.33333333333333,3.0,0.0,3.0,15,143,43699,15,13,13,0.2,2024-10-20,72,1.0,1.0,2024-05-05,budget,0.0,False,1,0.5325443786982248,261.7828402366864,0.09090909090909091,0.010666666666666666,Low Engagement
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,11,2264.2727272727275,29168.666666666668,74,Enterprise,monthly,True,True,False,True,5.0,21.8,66.2,4.0,0.2,2.0,59,565,172626,55,28,26,0.1016949152542373,2024-12-17,14,0.0,0.0,,not_churned,0.0,,1,2.0270270270270268,394.1711711711712,0.04601769911504425,0.5853333333333334,Medium Engagement
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,12,2543.6666666666665,165641.96666666667,254,Enterprise,annual,True,False,False,True,7.0,25.571428571428573,62.285714285714285,3.6,0.14285714285714285,5.0,66,644,189514,62,35,40,0.10606060606060606,2024-12-30,1,0.0,0.0,,not_churned,0.0,,1,0.8267716535433071,652.1337270341207,0.062111801242236024,0.8503333333333334,High Engagement
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,8,1593.375,69519.53333333333,370,Basic,annual,False,False,True,False,9.0,35.666666666666664,83.44444444444444,3.8,0.0,6.0,48,500,137958,47,31,32,0.125,2024-12-24,7,1.0,2.0,2024-10-10,features,0.0,False,1,0.7297297297297297,187.8906306306306,0.064,0.5533333333333333,Medium Engagement
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,9,1322.4444444444443,102385.63333333333,412,Pro,annual,True,True,False,False,4.0,27.5,101.25,4.0,0.0,2.0,32,337,87045,32,24,13,0.1875,2024-12-12,19,0.0,0.0,,not_churned,0.0,,0,0.29126213592233013,248.50881877022653,0.03857566765578635,0.19533333333333333,Low Engagement
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,10,3542.4,35631.73333333333,51,Enterprise,annual,True,True,False,False,3.0,57.0,172.33333333333334,4.0,0.0,2.0,43,439,133397,43,26,21,0.11627906976744186,2024-12-23,8,0.0,0.0,,not_churned,0.0,,0,1.7647058823529411,698.6614379084966,0.04783599088838269,0.35733333333333334,Medium Engagement
